00008019	00862484 00862617 00862750 00862871 00863425 00863992 00864099 00864394 00865075 00865379 00865569 00865638 00867302 00867448 00867773 00867864 00868028 00868297 00868486 00868585 00868729 00911889 00985200 00990770 01420347 01586897 01661105 01661246 01664986 01813568 01883430 01947400 07400072 07501137
00008864	00911639 07856275 07856382 07856562 07856668 07870861 07871480 07871604 07871822 07871937 07999972 08000093 08000225 08000384 09288624 09377875 09378158 09378438 09392482 09413772 09414432 09415333 09463675
00009457	00010123 00010572 00011937 00014887 02476046 02597572 02679093 03090721 05881698 06666185 06666813 06666964 06667120 06667277 06667491 06667690 06667786 06667942 06668569 06668927 06669110 06670415 06670589 06746514 06796531 06796605 06796761 06848060 50000322 50000324
00009549	00009805 00011065
00009666	01427168
00009805	00010100 00010381 00010635 00010775 00010927 50000178 50000179 50000180
00010123	01815144 04055158 04056323 06669293 06671301 06672286 06673844 06674433 06691078 06691504 06757099 06757881 06758155 06768034 06768863 06844887 06845552 09381264
00010381	00010240
00010572	00011575 02241892 02274436 04086329 04218614 06694638 06694938 06695079 10446867 10447797 10448280 10449119 10470526 10471843 10472898 10473160 10473879 10545460 10556224 10557411 10565435 10565539 10610959 10630741 10646191 10669661 10690417 10690600 10690943 10715243 10719768 10720117 10731627 10750189 10763460 10767347 10767837 10786704 10786920 10796620 10797336 10797478 10828573 10841738 10842002 10842195 10842652
00011065	00011192
00011575	00989609 05617228 05617311 05617748 05622219 05625967 05626343 05626707 05834217 05889366 05908749 10447965
00011707	00011456
00011937	00012704 02181899 02186218 02197924 02299245 02486466 02513049 02518101 02549573 02550579 02609065 02634520 02638575 02650279 02656657 02661119 02692001 02699100 02858359 02859872 02927117 02967018 03057886 03076530 03144411 03313092 03381175 03393616 03430059 03431817 03447223 03495643 03600463 03605234 03608634 10604287 10747236 50000283
00011956	00012099
00012272	00011956
00012704	02214249 02332758 03589025
00012865	00013243 00013700 00014045
00013018	00015594 00015975 00018604 00018916 00020056 05992373
00013061	00013351 00015408 00072715
00013243	04345975 04346383 04346592 04349777 04365652 04370466 04370622 04381049 04394579 04400680 04404854 04405152 04411816 04423204 04476229 04480483 04678654 04696462
00013620	00013890 00014044 00015782 00017738 00018031 00072242 00493635 00809371 50000192
00013700	06659588 06659682 06660991 06661163 06663760 06664757
00014045	05560772 05560878 05561094 05561259 05561386 05561474 05562208 05562535 05563300 05563581 05564026 05566729 05568771 05571456 05573285 05576323 05578169 05578483 05579184 05579963 05581430 05581967 05582358 05583266 05584043 05584266 05584512 05585608 05586846 05595229 05595732 05599930 05605928 05606636 05608483 05613629 05615127 05616611
00014159	00014267
00014364	00014487
00014590	00014929 00015025 00015136 00015289
00014887	06262545 06262675 06262813 06263016 06310843 06337463 06351684 06358701 06359477 06391607 06708950
00015185	09985749 09985988 09986997 09987267 09987377 09988142 09988741 09989131 09990686 09990848 09993288 09995724 10017100 50000786 50000787
00015408	00066451
00015587	00014364
00015594	10845909 10846176 10846350 10846536 10846872 10848167 10849142 10849807 10850008 10851606 10857061 10859737 10952083
00015782	00016214 00016967 00017632 00019795 00132579
00016185	04362539 04383137 10031804 10031939 10032130 10033564 10035141 10036039 10036283 10039041 10039227 10044119 10044485 10044643 10048361 10048803 10054265 10058077 10060259 10063469 10063667 10063906 10066965 10071108 10071502 10072953 10079933 10085864 10086663 10088697 10089688 10090043 10090167 10092049 10095601 10107584 10107749 10345365 10349488 10350380 10373357 10373458 10373771 10373995 10374214 10374942 10376563 10386678 10386828 10442122 10442714 10446527
00016621	00016435
00017297	05432518 05432627 05432762 05436378 05436522 05560048
00017304	00017506
00017487	00022246 00038346 00041978 00133315 00135125 00261466 00532309 00561563 00586441 00682063 00682217 00687491 00693866 00694910 00696570 00698797 00701398 00813965 04728675 05354574
00017738	00017929 00019111
00017954	05955294 05955484 05956378 05957183 05957670 05957883 05962976 05963394 05968443 05973950 05974106 05992669 06066118 06069040 06079663 06080290 06177802 06239374
00018031	00018290
00018376	09525525 09525765 09528888 09535912 09536359 09536467 09596388 09628243 09648764
00018604	00015185 03642179 03643183 03643335 03643456 03652654 03653078 03714179 03714294 03848700 03851000
00018644	00018860
00018916	00019464 03960878 09924967 09925062 09925412 09926502 09926676 09930416 09931077 09933223 09935847 09945970 09947717 09948791 09950928 09959274 09967807 09971796 09973673 09973871 09980356 09981153 09984639
00019111	00019340 00019686
00019464	00019671 09924828 09968405 09971476 09971597
00019671	04729537 04748361 04786785 04949838 04964487 05085885 05087513 05143719 05293492 05299284 05319740 05321079 05415007 05430688 09653388
00019944	00020183 00020314 00020449 00020571 00022604
00020056	09756361 09756579 09757080 09757341 09758929 09759033 09771631 09771744 09923970 09924164 09924669 10843624 10875931 10959983 10968320
00020461	07764306 07764480 07764625 07766144 07769986 07770258 09669871
00020804	00795487 00795609 00795713 00795926 00796487 00797991
00020977	00021392 00021866 00021950 00022060 00024877 00025398 00025520 00025630 00025788 00034546 00035222 00036271 00081866 00410469 00820148 00820277 00820436
00021392	00024710 00024789 00029100 00032997 00034703 00046246 00055579 00058089 00058314 00061322 00064563 00079716 00084365 00098007 00101562 00121287 00121704 00121863 00125560
00021406	00021540
00022011	00020681 00020775 00020869 00020971 00021067 00021155 00021681 00021785 00021890 00022398 00022497
00022246	00020709 00020804 00020977 00022737 00022878 00024260 00024436 00025919 00061811 00104850 00125689 00126393 00132311 00458729 00619453 00789880 00820543 00820686 50004260
00022737	00266805
00022810	00023538
00022878	00023032 00023118 00023668
00023118	00023330 00023506
00023130	00022963
00023668	00023860 00023967
00023902	00005910 00006074 00019944 00022695 00022810 00024185 00024309
00023967	00024107
00024260	00024570 00081552 00081676 00081742
00024436	00759289
00024877	00025045 00025221
00024966	00024814
00025085	00024966 00025451 00025612 00026062 00026695 00026855 00029326 00343289
00025612	00025845 00025940 00026214 00029432 00322284
00025788	00026147 00026283
00025919	00026402 00027339 00027910 00028352 00028503 00028670
00026356	00026510 00026591
00026402	00026689 00026874 00026980 00027115 00027235 00028196 00810466 00810829
00026985	00027115 00028138
00027257	00027411 00027742
00027339	00027592 00027678
00027678	00027781
00027742	00027639 00027861 50000064 50000065 50000066
00027910	00028092
00028289	00025085 00026356 00026985 00027257 00027956 00028050 00028653 00028790 00029785 00030012 00030138 00030262 00030462 00030664
00028503	00032054 00197419 00198146
00028670	00197549
00028790	00028976 00029095 00029552
00028871	00197704
00029100	00029365 00029442 00029712 00029961 00031963 00032335 00032499 00034968 00198268
00029432	00029196
00029442	00029628
00029552	00029688
00029712	00029873
00029961	00030184 00030321 00030456 00030612 00030682 00031519 00031641 00031866
00030456	00830040
00030682	00030946 00031070 00031190
00031161	00030795 00030924 00031049 00031723 00031899
00031519	00031741
00032054	00032245
00032369	00032556
00032685	00032846 00072589
00032687	00033153 00033906 00034082 00034259 00034393
00032951	00031161 00031591 00032005 00032165 00033258 00036087 00036911 00037100 00115962
00032997	00032570 00032687
00033153	00033384 00033506 00033830
00033398	00033701
00033506	00033679 00110857 00111045
00033917	50000042
00034046	00031804 00034529 00034668 00034747 00034824 00034901 00034981 00035058 00035152 00035310 00035393 00036821 00037017 00037183 00072165 50000062 50000063
00034703	00034867 00814731
00034968	00035095
00035222	00035376
00035376	00035534 00035701 00035970
00035494	00035907 01095514
00035701	00035863
00035907	00035768 00036710 00122520
00035970	00036136 00694042
00036087	00033398 00033525 00036459 00036551 50000041 50000048
00036271	00036443 00036683 00038052
00036443	00036590
00036683	00037013 00037139 00037304 00037624 00037744 00037826 00040167 00104245 00122416
00037297	50000040 50000049
00037417	00037600 00037785 00037906 00038161
00038052	00038219
00038346	00038702 00042411 00476598
00038527	00040483 00040608 00040749
00038702	00038917 00039090 00039700 00040312 00042960 00083719 00780580 09574129 50001090
00038872	00039057 00039431 00039524 00042383
00039057	00039184
00039524	00039676
00039566	00069824 00821117 00821255
00039700	00039842
00039770	00039908
00039991	00040327 00040419 00040500 00040631 00040829 00040922 00041013
00040608	00040844 00041219
00040844	00041059 00041300 00041430 00041533 00041830 00042074 00042253
00041013	00040724 00041201 00041285 00041370 00041451
00042237	00042125
00042411	00042794 00043135 00043311 00043525 00043768 00043865 00043956 00044056 00044168 00044751 00810350 00818018
00042567	00042674
00042775	00042951 00043044
00043269	00042567 00042775 00043167
00043525	00043659
00043944	00044052
00044056	00038527
00044168	00044471 00044604 00044878 00045000 00045103 00045209 00045336 00045479
00044261	01450773 01450916
00044854	00044675 00056311
00045186	00048850 00049733
00045378	00045186 00051831 00052062
00045541	00045715 00053673 00054770
00045827	00046866 00047024 00047320 00047517 00050643 00050836 00050952 00051119 00051225 00054744 00055203 00506269
00045966	01219600
00046246	00045827 00046576 00046665 00051417 00052883 00054061 00055481 00206099
00046397	00046267 00046846 00046943 00047059 00047168
00047342	00048718
00047517	00047693 00049855
00047530	00047796 00047909 00048009 00048113 00048267 00048363
00047814	00048001 00048150 00048306 00048494 00048640
00048363	00048541
00048850	00049302 00049460 00049550 00049653 00050036 00050353 00061196 00061637 00061816 00062250 00069548 00069684 00072443 00772389 00839154 00894577 01024910 01108183
00049733	00049882 00213721
00049855	00050044 00050377 00050501
00050036	00050178 00050259
00050044	00050253
00050470	00050810 00050959
00051051	00047342 00047530 00050470 00051515 00053004
00051417	00051562 00051907 00053230
00051515	00051742
00051562	00051761
00051907	00052209 00052324 00052605 00052764 00061200
00051929	00043683
00052062	00052402 00052724 50000067 50000068
00052209	00052487
00052402	00052604
00052840	00067539 01205800
00052883	00053119
00053004	00053456
00053417	00053585 00053734 00053947 50000159
00054061	00052102 00054269 00054499 00054633
00054373	00054128 00054288 00807650
00054499	00856377 50004540
00054744	00054978
00054862	00045066 00055271 00055482 00055579 00055748 00055849 00056406 00056498 00057035 00057137 00057362 00058584 00059064 00061293 00260683 00434448
00055271	00055386
00055579	00055818 00056016 00056167 00056297 00056907 00057130 00708190
00055849	00058757 01578625
00056138	00056004 01566244
00056297	00056518 00056665 00056791
00056498	00056656 00056778
00056907	00057016
00057137	00043269 00043467 00043583
00057362	00057616 00058505
00057616	00014590 00057833 00058082 00058235 00060019
00057833	00057996
00057846	00057967
00058314	00058512 00061001 00061101
00058512	00058851 00058978 00060117 00060414 00060540 00060672 00060861
00058757	00058927
00058978	00059166 00059344 00059803
00059153	00059352 00059435 00061103
00059344	00059510
00059435	00059669
00059510	00059682
00059669	00059801
00059890	00053581
00060019	00060157
00060117	00060316 00696163 00808023 00809804 00817546 50000539
00060266	00060417
00060532	00043944 00060738
00060850	00061019
00061293	00061402
00061322	00061587 00061673 00064182 00064422 00111872 00263789
00061518	00875095
00061637	00061518 00061971
00061811	00062125 00062253 00351993
00061971	00062151
00062377	00052840 00062966 00063052 00066289
00062420	00062581
00062604	00016307
00063052	00065642
00063210	00360427 00360520
00063430	00063846 00064099
00063574	00063750
00063646	00063465 00063562 00064095 00064201 00064289 00064405 00064492 00064576 00065114 00065214 00073624
00063846	00063957
00064563	00064905 00065020 00065545 00066047 00066170 00071795 00073144 00074216 00074431 00076072 00076951 00077891 00077986 00304914
00064905	00065148
00065148	00065319 00065448
00065413	00065558
00065545	00065763 00065905
00065919	00171286
00066170	00066551 00066663 00066813 00066988 00067098 00067201 00067272 00067444 00067517 00303413
00066183	00066079
00066289	50000135
00066451	00066660 00066831
00066551	50001261 50001262 50001434 50001435 50001436
00066813	00077072
00067252	00067049 00067157 00067424
00067517	00067884 00067987 00068138 00068253 00068444 00068611 00068711 00068934 00069052 00069199 00069443 00069610 00069731
00067743	00018983 00067976 00068131 00068736 00781832
00068131	00068252
00068375	00068549
00068711	00069315
00069684	00059890
00069815	00069962
00069824	00070182 00070278 00070498 00070617 00071000 00071134 00071259 00071366 00071478 00071577 00071679
00070278	00070427
00070485	00070600
00070617	00070864
00071198	00004570 00024413 00038794 00042237 00043841 00051051 00051279 00051929 00065314 00071495
00071495	00002561 00002720 00003430 00200241 00361885
00071715	00071831
00071795	00072067 00072354 00072419 00072619 00785238
00072067	00072203
00072419	00229544 00229958
00072619	00072793 00072934
00072934	00073065
00073144	00073458 00073587 00073925 00074002 00074120
00073587	00073753 50000143 50000144
00074063	00017304 00032951 00063646 00066183 00076581 00077064 00079593 00080645 00081515 00081944 00083323 00083639 00092585 00093668 00094443 00098574 00102193 00106442 00110327 00110458 00110682 00116137 00116292 00132945 00138909 00144091 00149731 00157118 00157350 00163532 00163821 00170955 00173956 00185541 00185742 00192523 00192676 00194157 00210830 00216063 00216222 00217233 00232529 00237851 00243335 00248733 00256119 00258384 00260180 00260318 00266041 00267598 00271839 00273505 00284346 00290685 00291977 00302737 00303326 00309461 00317626 00322396 00326672 00342142 00342738 00354473 00364767 00366053 00366302 00366777 00367421 00367697 00367799 00368166 00369536 00371086 00371203 00374494 00374955 00375194 00375437 00375522 00376056 00376304 00376412 00376518 00376894 00378868 00379587 00379864 00379987 00381258 00381524 00382679 00382824 00383808 00383957 00384612 00386499 00387029 00387297 00388627 00389297 00390613 00393809 00393900 00395807 00396086 00396554 00396818 00397095 01073802 01192720 01212239 01340626 01351846 01355772 01471504 01520476 01623741 01727508 01791133 01819876 01819996 01883003 01885160
00074431	00075113 00075292 00075552 00075659 00075786
00076072	00076325 00076442 00076563 00076714
00076563	00817474
00077064	00076933 00078357 00192409
00077232	00077376
00077276	00076834 00077559 00077737 00077943 00078066 00078193 00078272 00320487 00389851
00077376	00077583 00077753 00581931
00077986	00078261 00078414 00078505 00078903 00079092 00079372 00079602 50001004 50001005 50001006 50001007
00078261	00079178
00078446	00079239 01695119 01847789 01871592
00078505	00078629
00078842	00161834 01786150 01807646 01844061
00079716	00080122 00080629 00080714 00087680 00090000 00090133 00090742 00091972 00092130 00093873 00094294 00097810 00097891
00079910	00080274 00080395 01866915
00080122	00080362 00082354 00082548 00082757 00090262
00080362	00080515 00166270
00080645	01875477
00080714	00081036 00082892 00083024 00083357 00084802 00084906 00085450
00081036	00081161
00082064	00080914 00081605 00082603 00082765 00082918 00206945 00209933 00210095 00304578 00304770 00305332 00372691 01881365
00082918	00083117 01342245
00083024	00083202 00083282
00083357	00083527 00083627
00083639	00083826
00083719	00083901 00084027
00083901	00084137
00083947	00013061 00013442 00013620 00017157 00037417 00045378 00046687 00076673 00077276 00077855 00079689 00079788 00079910 00081221 00081366 00081811 00083483 00090111 00090266 00090367 00090483 00090619 00090728 00090879 00091848 00093452 00093560 00095506 00098059 00100922 00101548 00103125 00104604 00110229 00110580 00111343 00112579 00124634 00131030 00131198 00131293 00131460 00131565 00131827 00136514 00137111 00137858 00138377 00139059 00140937 00142648 00146425 00149082 00150780 00151672 00153724 00156249 00163821 00165767 00166362 00170328 00170582 00173000 00173127 00173224 00174378 00176836 00184690 00185024 00185374 00185888 00186100 00186743 00187123 00189049 00193498 00194912 00196870 00197896 00202120 00206314 00208373 00209671 00213074 00213209 00213422 00215332 00216484 00216677 00216841 00217336 00217744 00226345 00232897 00244343 00246253 00252610 00255605 00258652 00259088 00260044 00261276 00262285 00264783 00265330 00265478 00266308 00266431 00266833 00266920 00268049 00268521 00268633 00268967 00269114 00269295 00273110 00273227 00277483 00277815 00278110 00278624 00279361 00280239 00281483 00281684 00281907 00282202 00283996 00284158 00284504 00284640 00284815 00284959 00285266 00285398 00285583 00285796 00285973 00286340 00286510 00286680 00286795 00289607 00290032 00291365 00292159 00292668 00292828 00300448 00302209 00305062 00306555 00307430 00308251 00309646 00310220 00311784 00312672 00312840 00313984 00315864 00319045 00326513 00327278 00327911 00328216 00334352 00334469 00334773 00335698 00339492 00339941 00340718 00343478 00343807 00344652 00347820 00348785 00349043 00349285 00349414 00349577 00350650 00350981 00353042 00355671 00355915 00356622 00357077 00358494 00358839 00358964 00362298 00363253 00363521 00364197 00364629 00365324 00365567 00365765 00365922 00366194 00366894 00367337 00368073 00368666 00371506 00371607 00371749 00371897 00372798 00372923 00373039 00373173 00373308 00374229 00374368 00374613 00374738 00375065 00375631 00375791 00375929 00376171 00376671 00376788 00378160 00379293 00380326 00380419 00380903 00381389 00382201 00382903 00383013 00383149 00383231 00383371 00384451 00386306 00386400 00386609 00386724 00386843 00386939 00387176 00387583 00387730 00387942 00388246 00388496 00389126 00389557 00390029 00390255 00390422 00391391 00392081 00392202 00392502 00392659 00392824 00393490 00394359 00394654 00395156 00395300 00395669 00396387 00397001 00420006 00420239 00636600 00650328 00716948 00743162 00746828 00812836 00821875 00849843 00849966 00850117 00854993 00870847 00914704 00930806 00937138 00975328 00986409 01003100 01025850 01054427 01055474 01084749 01091401 01091650 01109336 01144692 01150345 01229112 01229222 01352682 01447471 01455317 01463992 01479515 01484665 01500357 01504053 01575585 01589013 01652221 01680766 01717808 01727399 01729051 01758551 01799332 50000199 50000208
00084137	00084262
00084365	00084547
00084547	00085586 00085814 00085942 00086151
00085586	00085710
00085814	00085108
00085942	00085222
00086151	00085336
00086415	50004266
00086637	00087184
00086854	00086976
00087268	50001265 50001266
00087361	00087837 00087928 00088090 00088225 00088303
00088090	00088407
00088506	00088904 00089070 00089168 00089324 00089847 50000991 50000994 50000998 50000999 50001000 50001001
00089324	00088742 00089520 50001002
00089520	00089679 50000992 50000993
00090133	00090420 00090584
00090420	00090519
00090742	00091019 00091213 00091354 00091527 00091675 00091785
00091645	00346044
00091848	00092182 00092330 00359092 00701625 00822999 01445225 01709356 01729316
00091972	00081420
00092130	00092310 00093612 00093956
00092585	00081068 00093046 00093237 00094296 00110872 00136665 00138239 00264990 00267403 00268771 00274042 00587586 01044340
00093090	00425512 00425600 00425773 00425894
00093668	00181429 00181629 00181884 00211486 00211930 00223888 00228848 00231062 00255269 00256293 00256707 00263602 00274169 00276263 00277161 00300599 00308947 00310006 00310783 00310972 00311317 00312214 00349174 00352417 00352533 01001075 01395145 01681144
00093956	00094066 50000192
00094409	00094688 00094818 00094984 00095095 00095548 00095657 00095779 00095872
00094443	00094964 00179555 00272798 00304044 00323633 00326923 00332143 00332732 00382282 00833183 00874035 01391432 01405280 01425693 50000103 50000104 50000108
00095095	00095235
00095235	00095452
00095506	00094820 00095054 00095154 00095301 00096156 00096259 00096357 00096541 00096666 00096818 00096935 00097065 00097174 00097267 00097347 00097591 00097706 00097792 00097920 00179714 00207661 00323924 00331958 00332368 00332467 00332613 00332859 01046365
00095872	00096699 00096790 00096864 00096970 00097058 00097334
00096085	00097160
00096215	00127258
00096382	00096492
00097058	00096382
00097160	50001263 50001264
00097334	00097489
00097489	00097598
00097591	00098338
00098007	00098205 00098360 00098455 00098543 00098771
00098338	00098459
00098543	00098857 00099792 00099890 00100956 00101111 00101483
00098574	00012846 00016621 00016821 00018458 00018644 00032369 00032685 00034046 00038045 00038285 00091066 00091418 00091527 00100153 00101662 00139555 00140363 00150286 00159960 00163258 00176390 00180947 00181099 00182024 00182146 00182244 00182841 00184895 00211713 00250254 00251991 00252375 00258079 00258213 00259859 00260552 00260887 00261606 00262798 00269813 00285116 00300201 00300319 00311612 00311901 00312524 00313029 00315280 00319734 00319891 00320040 00320199 00320369 00326149 00330961 00347934 00348072 00348449 00348539 00348938 00349730 00351219 00351661 00351786 00363976 00921157 00921313 01060214 01203630 01599732 01701507 01799837 01884330 01886620
00098857	00099234
00099234	00099389 00099504
00099504	00099666
00099890	00100102 00100230 00100437 00100606
00100153	00100756 00330852
00100922	00101074
00101111	00101310
00101562	00077232 00101756 00102045 00102269 00103290
00101662	00101196 00101375 00364319 00384297 00385197 00390768 00391654 00391791 01869947
00101756	00101901
00102045	00774686
00102193	00102827 00103251 00109786 00218146 00319198 01733968 01815221
00102269	00102506 00102651 00102821 00102995 00103181 00103419 00103541
00102489	00102690
00102974	00298215 00298386
00103366	00073088 00104055 00104242 00104349 00104505 00106011 00107243 00163072 00164388 00165232 00167516 00180795 00182381 00218299 00219370 00299731 00300708 00302319 00302438 00382538
00103541	00103784 00103904 00104028 00104146 00104565
00104245	00104367
00104604	00105152 00105400 00105569 00105685 00105798 00105931 00108988 00164255 00168890 00172812 00180494 00199703 00214843 00220504 00267871 00298551 00301091 00301246 00306968 00307101 00346407 00377885 50000051
00104850	00105129 00105247 00105760 00106049 00118200 00120305
00105247	00105382 00105545
00105760	00106381 00107174 00107819 00117646 00772241
00105798	00378341
00106108	00106300 00106604 00106980 00108725 50000216
00106179	00152988
00106381	00106665 00107317 00107460 00107544
00106728	00106865
00106794	00107010
00107371	00106728 00107863 00107978 00108091 00108597 00108869 00109250 00155084 00155596 00158081 00168658 00209493 00219109 00220272 00301365 00301917 00302084 00382402 00388763
00107544	00107670
00107819	00109184 00109256
00108013	00108157
00108157	00108354 00108468 00108577 00108876 00109013
00108242	00302564 50000052
00108577	00108692
00108988	00109154
00109250	00109474 00109570
00109256	00109535 00111216 00111557 00111652 00111760 00113217
00109670	00109838
00109786	00109988
00109955	00110118
00109988	00110104
00110371	00110567 00110674
00110458	00079391
00110857	00109955 00110247 00110371 00110741
00111031	00111469 00129557 01109521
00111216	00111383
00111469	00111608
00111859	00111031 00112100
00111872	00112303 00112413 00112599 00112808 00113065 00115902 00116754 00116904 00117009 00117205 00117312 00117527
00112579	00111859 00112290 00112422 00112931 00113042 00113149 00113309 00115496 00178848 01740365
00112808	00112932
00113149	00340255
00113217	00113406 00114262
00113406	00697079
00113917	00114090
00114015	00114180 00114327 00114424
00114262	00114532 00114709 00114886 00115023 00115340 00115543
00115023	00115183
00115067	00115234
00115496	00115662
00115676	00533254 00562588 00649172 00649306 00649431
00115902	00116303 00116424 00116556 00116660
00116092	00533092 00533434 00533752 00534181
00116137	00103366 00107371 00221571
00116292	00116715 00116825 00116934 00117078 00117205 00117464 00136156 00136387 00139162 00209040 00305536 00357544 00664871 01085770
00117675	00118202 00118779 00350087
00117820	00118026
00117887	00118097 00377104
00118200	00118337
00118443	00118664
00118873	00118483 00119253 00119389 00120058 00120175
00118898	00120872 00120982 00121172 00121295 00121398 00121492 00121607 00121752 00121856 00121956 00122077 00122191 00122353 00122604 00122860 00122986 00123083 00123186 00123297 00123393 00123494 00123673 00123762 00123998 00124128 00124259 00124337 00124440 00124529 00130921 00133485 00133611 00133983 00135042 00135363 00135467 00135603 00135733 00135831 00135939 00217001 00256456 00313702 00340120 00348307 00351093 00363132 00363387 00370152 00370534 00389405 00391042 00772784 00848620 00855561 00855839 00859979 00861664 00861844 00862261 00869864 00892410 00894764 00895553 00896678 00924617 00925422 00930928 00931431 00955527 00983020 01017835 01019165 01020965 01021270 01022341 01024749 01039562 01051207 01054290 01060417 01066739 01086800 01087364 01095614 01097031 01108327 01266515 01360709 01417815 01438121 01579864
00119067	00118587 00118732 00118873
00119389	00119541
00119541	00119715 00119902
00120305	00120576 00120714 00120865 00121015 00121164 00137092
00121287	00121442 00121609
00121863	00122025 00122110
00122353	00035494 00134949 00135151
00122416	00122890 00123083 00123227 00123407 00123524 00123941 00124068 00124217 00124370 00124616 00125430 00307964 00308151 50004855
00122604	00123888 00333717 00544143 00676082 00995825
00124616	00124895 00125039 00125179
00125286	00117331 00125912 00126016 00126217 00126503 00126625 00126741 00128457 00128605 00130433 00130529 00130632 00130742 00133085 00151781 00929921 00936790 01584550 01599236
00125560	00277241
00125689	00106179 00109670 00126290 00127649 00127808 00128267 00128403 00128579 00128676 00128951 00130078 00130362 00130470 00131083 00180278 00180908 00213518 00221988 00225607 00241703 00256334 00259372 00259551
00126217	00126369
00126393	00126620 00126771
00126907	00127380 00127492 00127976
00128676	00128868
00128702	00129032 00129260 00129338 00129425 00129670 00129745 00130049 00130223 00130329 01092207 50000166
00128951	00129213 00129804 00129915
00129032	00129169
00129213	00129412 00129505 00129660
00129745	00129902
00130078	00037524 00130222
00130470	00131456 00131763 00131987 00132095 00137299 00150748 00152824 00153241 00155173 00157100 00158831 00159157 00167925 00168201 00170721 00174193 00175889 00177657 00178358 00179219 00179743 00180135 00383035 00383185 00383340 00383458
00131030	00131711
00131083	00096085 00096215 00126907 00127097 00131573
00131565	00183364
00131763	00131893
00131827	00132114 00132229 00270556
00132311	00132629 00132807 00506785
00132579	00132397 00132801
00132807	00133011
00133011	00133181
00133085	00389749 00435117
00133315	00133568 00133654 00134056 00134568 00134709 00135464 00136992
00133336	00133245
00133654	00133803 00133939
00133822	00134351 00134533
00133983	00133822
00134056	00134222 00134359 00134469
00134568	00134849 00134937
00134645	00134840 00263752 00264464
00135151	00135259
00135464	00135654 00135765 00136174 00136307 00136477
00135765	00135937 00136053 00136632
00135939	00136067
00136632	00136760
00136665	00136863 00136974 00204190
00137092	00137190
00137111	00137343 00137644 00137754 00137993 00138123 00426020 00544015
00137299	00100779 00137955 00138106 00138644 00139061 00140245 00140364 00140614 00140714 00141128 00142607 00148356 00148447 00148717 00148822 00149317 00149483 00149581 00152038 00660117
00137955	05325846
00138106	00137802 00138296 00138391 00138540
00138377	00138537 00138658 50000194
00138644	00138780 00138954
00139061	00139216 00139314 00139768
00139216	00811593
00139258	00139428 00790106
00139453	00139574
